SETTLEMENT,mobile_agent_distance,domestic_receive,international_receive,means_receive,DISTRICT,match_key,adm2_name,center_lat,center_lon
10201. Banjul,98. Don?t Know,1,1,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
10201. Banjul,98. Don?t Know,0,0,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
10201. Banjul,2. 10 to 20 minutes,0,0,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
10201. Banjul,98. Don?t Know,0,0,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
10201. Banjul,98. Don?t Know,0,0,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
10201. Banjul,98. Don?t Know,0,0,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
10201. Banjul,98. Don?t Know,0,0,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
10201. Banjul,1. Less than 10 minutes,0,0,NA,10. Banjul South,banjul south,Banjul South,13.44985037,-16.57600354
11301. Banjul,2. 10 to 20 minutes,1,1,NA,11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
11301. Banjul,98. Don?t Know,0,0,NA,11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
11301. Banjul,98. Don?t Know,1,1,NA,11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
11301. Banjul,3. 21 to 30 minutes,0,0,NA,11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
11301. Banjul,98. Don?t Know,0,0,NA,11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
11301. Banjul,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
11301. Banjul,98. Don?t Know,0,0,NA,11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
11301. Banjul,98. Don?t Know,0,0,NA,11. Banjul Central,banjul central,Banjul Central,13.45486007,-16.57796874
12201. Banjul,98. Don?t Know,0,0,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
12201. Banjul,98. Don?t Know,0,0,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
12201. Banjul,98. Don?t Know,1,1,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
12201. Banjul,98. Don?t Know,1,1,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
12201. Banjul,3. 21 to 30 minutes,0,0,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
12201. Banjul,2. 10 to 20 minutes,0,0,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
12201. Banjul,98. Don?t Know,1,1,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
12201. Banjul,98. Don?t Know,0,0,NA,12. Banjul North,banjul north,Banjul North,13.45895337,-16.59217102
20101. BAKAU NEW TOWN,2. 10 to 20 minutes,0,0,NA,20. Bakau,bakau,Bakau,13.47206292,-16.66330587
20101. BAKAU NEW TOWN,2. 10 to 20 minutes,1,0,NA,20. Bakau,bakau,Bakau,13.47206292,-16.66330587
20101. BAKAU NEW TOWN,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",20. Bakau,bakau,Bakau,13.47206292,-16.66330587
20101. BAKAU NEW TOWN,98. Don?t Know,1,1,NA,20. Bakau,bakau,Bakau,13.47206292,-16.66330587
20101. BAKAU NEW TOWN,2. 10 to 20 minutes,0,0,NA,20. Bakau,bakau,Bakau,13.47206292,-16.66330587
20101. BAKAU NEW TOWN,98. Don?t Know,0,0,NA,20. Bakau,bakau,Bakau,13.47206292,-16.66330587
20101. BAKAU NEW TOWN,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",20. Bakau,bakau,Bakau,13.47206292,-16.66330587
20101. BAKAU NEW TOWN,2. 10 to 20 minutes,0,0,NA,20. Bakau,bakau,Bakau,13.47206292,-16.66330587
21202. EBO TOWN,98. Don?t Know,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21202. EBO TOWN,3. 21 to 30 minutes,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21202. EBO TOWN,98. Don?t Know,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21202. EBO TOWN,98. Don?t Know,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21202. EBO TOWN,98. Don?t Know,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21202. EBO TOWN,4. 31 to 60 minutes,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21202. EBO TOWN,98. Don?t Know,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21202. EBO TOWN,2. 10 to 20 minutes,0,1,9.  Combination of many informal means,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,3. 21 to 30 minutes,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,3. 21 to 30 minutes,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,1. Less than 10 minutes,0,0,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,5. 61 minutes to less than 2 hours,0,1,1.  Cash deposited at bank ? (branch/bank agent/ATM),21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
21301. OLD JESHWANG,3. 21 to 30 minutes,1,1,NA,21. Jeshwang,jeshwang,Jeshwang,13.45134406,-16.66727722
22101. BUNDUNG,2. 10 to 20 minutes,0,1,"8. Combination of many means, one of which is formal",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,1,6.   Friends or family,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,2. 10 to 20 minutes,0,1,6.   Friends or family,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,2. 10 to 20 minutes,0,1,6.   Friends or family,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,1. Less than 10 minutes,1,1,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,NA,NA,NA,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,3. 21 to 30 minutes,1,1,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,1. Less than 10 minutes,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,1. Less than 10 minutes,1,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22201. BUNDUNG,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,1,6.   Friends or family,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,2. 10 to 20 minutes,0,1,6.   Friends or family,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,3. 21 to 30 minutes,0,1,"8. Combination of many means, one of which is formal",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,2. 10 to 20 minutes,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,1,3.   Transfer via MFI/Bank,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,98. Don?t Know,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,1. Less than 10 minutes,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,1. Less than 10 minutes,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,1. Less than 10 minutes,1,1,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22301. SEREKUNDA,1. Less than 10 minutes,0,1,"8. Combination of many means, one of which is formal",22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
22101. BUNDUNG,4. 31 to 60 minutes,0,0,NA,22. Serrekunda Central,sere kunda central,Sere Kunda Central,13.43090563,-16.68305154
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,3. 21 to 30 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,1,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,3. 21 to 30 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,1,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,1,1,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,3. 21 to 30 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,3. 21 to 30 minutes,0,1,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,4. 31 to 60 minutes,1,1,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23101. ABUKO,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,1. Less than 10 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,3. 21 to 30 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,1,6.   Friends or family,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,1,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,1. Less than 10 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,3. 21 to 30 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23201. FAJI KUNDA,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,NA,NA,NA,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,4. 31 to 60 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,1,6.   Friends or family,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,1,5.  Banking Transaction ? via internet / online / mobile,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23301. LATRIKUNDA SABIJI,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,3. 21 to 30 minutes,1,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,3. 21 to 30 minutes,0,1,6.   Friends or family,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,1,6.   Friends or family,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,4. 31 to 60 minutes,1,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,6. 2 hours to less than -5 hours,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,3. 21 to 30 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,5. 61 minutes to less than 2 hours,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,5. 61 minutes to less than 2 hours,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,1,6.   Friends or family,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,3. 21 to 30 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,4. 31 to 60 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,NA,NA,NA,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,1. Less than 10 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,98. Don?t Know,0,1,6.   Friends or family,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,4. 31 to 60 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
23401. TALLINDING,2. 10 to 20 minutes,0,0,NA,23. Serrekunda East,sere kunda east,Sere Kunda East,13.41061572,-16.66055788
24101. BAKOTEH,98. Don?t Know,0,0,NA,24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,2. 10 to 20 minutes,0,1,6.   Friends or family,24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,2. 10 to 20 minutes,1,1,NA,24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,98. Don?t Know,0,0,NA,24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,98. Don?t Know,0,1,6.   Friends or family,24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,3. 21 to 30 minutes,0,1,6.   Friends or family,24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
24101. BAKOTEH,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",24. Serrekunda West,sere kunda west,Sere Kunda West,13.44760141,-16.70063398
