SETTLEMENT,mobile_agent_distance,domestic_receive,international_receive,means_receive,DISTRICT,match_key,adm2_name,center_lat,center_lon
55118. NO-KUNDA,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55118. NO-KUNDA,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55118. NO-KUNDA,6. 2 hours to less than -5 hours,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55118. NO-KUNDA,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55118. NO-KUNDA,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55118. NO-KUNDA,98. Don?t Know,0,1,9.  Combination of many informal means,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55118. NO-KUNDA,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,98. Don?t Know,0,1,6.   Friends or family,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,5. 61 minutes to less than 2 hours,0,1,9.  Combination of many informal means,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,98. Don?t Know,0,1,6.   Friends or family,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55206. JUMANGSARR BA,98. Don?t Know,0,1,"8. Combination of many means, one of which is formal",55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,4. 31 to 60 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,2. 10 to 20 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,1,6.   Friends or family,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,1,6.   Friends or family,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,1. Less than 10 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,2. 10 to 20 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,2. 10 to 20 minutes,1,1,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,2. 10 to 20 minutes,1,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,1. Less than 10 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,3. 21 to 30 minutes,1,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,2. 10 to 20 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,3. 21 to 30 minutes,1,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,3. 21 to 30 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,3. 21 to 30 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,2. 10 to 20 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,3. 21 to 30 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55301. FARAFENNI,98. Don?t Know,0,1,6.   Friends or family,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,3. 21 to 30 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,3. 21 to 30 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55409. KUBANDARR,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,3. 21 to 30 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,98. Don?t Know,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,4. 31 to 60 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
55421. KERR ALI,3. 21 to 30 minutes,0,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
56107. JAMALI MBALLOW,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56107. JAMALI MBALLOW,4. 31 to 60 minutes,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56107. JAMALI MBALLOW,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56107. JAMALI MBALLOW,4. 31 to 60 minutes,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56107. JAMALI MBALLOW,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56107. JAMALI MBALLOW,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56107. JAMALI MBALLOW,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56107. JAMALI MBALLOW,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,1,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,1,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56204. FARATO,98. Don?t Know,1,1,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,1,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,1,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,1,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
56222. PALODI,98. Don?t Know,0,0,NA,56. Sabach Sanjar,sabach - sanjal,Sabach - Sanjal,13.54456956,-15.46990064
61202. Fass,98. Don?t Know,0,0,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
61202. Fass,98. Don?t Know,0,0,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
61202. Fass,98. Don?t Know,1,1,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
61202. Fass,98. Don?t Know,0,0,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
61202. Fass,98. Don?t Know,0,0,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
61202. Fass,98. Don?t Know,0,0,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
61202. Fass,98. Don?t Know,0,0,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
61202. Fass,98. Don?t Know,0,0,NA,61. Upper Saloum,upper saloum,Upper Saloum,13.72931377,-15.24153317
62101. Bakadagie,98. Don?t Know,0,0,NA,62. Nianija,nianija,Nianija,13.71658872,-15.12917898
62101. Bakadagie,98. Don?t Know,0,0,NA,62. Nianija,nianija,Nianija,13.71658872,-15.12917898
62101. Bakadagie,5. 61 minutes to less than 2 hours,1,1,NA,62. Nianija,nianija,Nianija,13.71658872,-15.12917898
62101. Bakadagie,4. 31 to 60 minutes,0,0,NA,62. Nianija,nianija,Nianija,13.71658872,-15.12917898
62101. Bakadagie,98. Don?t Know,0,0,NA,62. Nianija,nianija,Nianija,13.71658872,-15.12917898
62101. Bakadagie,98. Don?t Know,1,0,NA,62. Nianija,nianija,Nianija,13.71658872,-15.12917898
62101. Bakadagie,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",62. Nianija,nianija,Nianija,13.71658872,-15.12917898
62101. Bakadagie,98. Don?t Know,1,0,NA,62. Nianija,nianija,Nianija,13.71658872,-15.12917898
63120. Kuyarang,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63120. Kuyarang,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63120. Kuyarang,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63120. Kuyarang,4. 31 to 60 minutes,1,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63120. Kuyarang,98. Don?t Know,0,1,6.   Friends or family,63. Niani,niani,Niani,13.68003066,-14.84458487
63120. Kuyarang,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63130. Sanda,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63130. Sanda,98. Don?t Know,1,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63142. Waasu,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63142. Waasu,2. 10 to 20 minutes,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63142. Waasu,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63142. Waasu,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63142. Waasu,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63142. Waasu,98. Don?t Know,1,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63210. Jallow Kunda,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63210. Jallow Kunda,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63210. Jallow Kunda,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63210. Jallow Kunda,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63210. Jallow Kunda,98. Don?t Know,1,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63210. Jallow Kunda,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63210. Jallow Kunda,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,1,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,4. 31 to 60 minutes,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,4. 31 to 60 minutes,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
63213. Jokul Ndawen,98. Don?t Know,0,0,NA,63. Niani,niani,Niani,13.68003066,-14.84458487
64106. Jamal Babou,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64106. Jamal Babou,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64106. Jamal Babou,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64106. Jamal Babou,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64106. Jamal Babou,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64106. Jamal Babou,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64114. Konko Duma,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64114. Konko Duma,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,4. 31 to 60 minutes,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",64. Sami,sami,Sami,13.54526879,-14.6946308
64117. Kunting,98. Don?t Know,1,1,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64201. Chamen,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64303. Fory,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64303. Fory,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64304. Jallubeh,98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64304. Jallubeh,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64304. Jallubeh,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64304. Jallubeh,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64304. Jallubeh,5. 61 minutes to less than 2 hours,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64304. Jallubeh,98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,1,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,0,0,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
64307. Sami Pachonki (Sinchu Bato),98. Don?t Know,1,1,NA,64. Sami,sami,Sami,13.54526879,-14.6946308
72229. Pateh Sam,98. Don?t Know,0,0,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
72229. Pateh Sam,98. Don?t Know,0,0,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
72229. Pateh Sam,98. Don?t Know,1,0,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
72229. Pateh Sam,98. Don?t Know,0,0,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
72229. Pateh Sam,98. Don?t Know,0,0,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
72229. Pateh Sam,98. Don?t Know,1,1,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
72229. Pateh Sam,5. 61 minutes to less than 2 hours,0,0,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
72229. Pateh Sam,3. 21 to 30 minutes,1,0,NA,72. Niamina East,niamina east,Niamina East,13.6364552,-15.08301768
73108. Jahaly,98. Don?t Know,1,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73108. Jahaly,98. Don?t Know,0,1,6.   Friends or family,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73108. Jahaly,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73108. Jahaly,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73108. Jahaly,5. 61 minutes to less than 2 hours,1,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73108. Jahaly,2. 10 to 20 minutes,1,1,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73108. Jahaly,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73108. Jahaly,98. Don?t Know,0,1,"8. Combination of many means, one of which is formal",73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,4. 31 to 60 minutes,1,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,5. 61 minutes to less than 2 hours,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,2. 10 to 20 minutes,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,3. 21 to 30 minutes,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73202. Boiram/Denton,4. 31 to 60 minutes,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,3. 21 to 30 minutes,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,4. 31 to 60 minutes,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,4. 31 to 60 minutes,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,98. Don?t Know,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
73308. Medina Ceesay Kunda,3. 21 to 30 minutes,0,0,NA,73. Lower Fuladu West,lower fuladu west,Lower Fuladu West,13.52923724,-14.91297885
74103. Bansang,4. 31 to 60 minutes,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74103. Bansang,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74103. Bansang,98. Don?t Know,1,1,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74103. Bansang,2. 10 to 20 minutes,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74103. Bansang,4. 31 to 60 minutes,1,1,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74103. Bansang,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74103. Bansang,1. Less than 10 minutes,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74103. Bansang,1. Less than 10 minutes,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74125. Mabali Koto,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74125. Mabali Koto,3. 21 to 30 minutes,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74125. Mabali Koto,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74125. Mabali Koto,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74125. Mabali Koto,3. 21 to 30 minutes,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74125. Mabali Koto,5. 61 minutes to less than 2 hours,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
